fish.id,Strain,Sex,day,camera,distance.from.bottom(cm),distance.from.center(cm),distance.travelled(cm),percent.explored,boldness.index,NE(ng/mg),DOPAC(ng/mg),DA(ng/mg),5HIAA(ng/mg),5HT(ng/mg),5HIAA:5HT,DOPAC:DA
22-561D,WIK,M,01,c4,2.170603944,4.240600599,74.65330441,66.6,-2.525968233,0.690547144,0.150650164,0.233611334,0.045276744,0.256159256,0.176752325,0.644875235
22-561D,WIK,M,02,c4,7.142057406,5.185593854,25.28299465,71.9,0.255834012,0.690547144,0.150650164,0.233611334,0.045276744,0.256159256,0.176752325,0.644875235
22-561D,WIK,M,03,c4,6.755064304,5.479201372,24.44867311,69.4,0.183579536,0.690547144,0.150650164,0.233611334,0.045276744,0.256159256,0.176752325,0.644875235
22-562A,WIK,F,01,c3,3.919631483,4.20488948,25.48544284,51.7,-2.195640809,0.763279222,0.119012673,0.269307399,0.015485814,0.215811836,0.071756092,0.441921289
22-562A,WIK,F,02,c3,8.169153456,6.137507948,17.17211129,52.5,-0.355411,0.763279222,0.119012673,0.269307399,0.015485814,0.215811836,0.071756092,0.441921289
22-562A,WIK,F,03,c3,7.011824135,7.012937621,20.24326798,55.5,-0.54092195,0.763279222,0.119012673,0.269307399,0.015485814,0.215811836,0.071756092,0.441921289
22-562B,WIK,M,01,c4,8.527395019,6.249862832,11.23237621,47,-0.690183141,0.455065933,0.148825599,0.194667197,0.029506996,0.168711805,0.174895859,0.764512981
22-562B,WIK,M,02,c4,8.29879553,5.847239918,32.11442387,67.2,0.424666961,0.455065933,0.148825599,0.194667197,0.029506996,0.168711805,0.174895859,0.764512981
22-562B,WIK,M,03,c4,7.525777962,6.08085399,35.10140702,76,1.218403781,0.455065933,0.148825599,0.194667197,0.029506996,0.168711805,0.174895859,0.764512981
22-562C,WIK,M,01,c3,6.426219392,5.136329181,35.10854001,75.8,0.179407202,0.599102492,0.143724871,0.259380852,0.051412363,0.294900292,0.174338122,0.554107483
22-562C,WIK,M,02,c3,7.289830228,3.604347279,26.99065222,52.5,-1.727599782,0.599102492,0.143724871,0.259380852,0.051412363,0.294900292,0.174338122,0.554107483
22-562C,WIK,M,03,c3,4.883310617,3.134129212,17.50812121,36.1,-3.839311009,0.599102492,0.143724871,0.259380852,0.051412363,0.294900292,0.174338122,0.554107483
22-562D,WIK,F,01,c4,6.560435578,3.99040175,25.83779458,43.5,-1.392254072,0.552484682,0.17295862,0.263094638,0.033538931,0.213408497,0.157158368,0.657400779
22-562D,WIK,F,02,c4,10.63003395,4.2876776,25.9800928,22.7,-1.029757716,0.552484682,0.17295862,0.263094638,0.033538931,0.213408497,0.157158368,0.657400779
22-562D,WIK,F,03,c4,7.157853934,6.999253128,22.74244811,56.7,-0.391484307,0.552484682,0.17295862,0.263094638,0.033538931,0.213408497,0.157158368,0.657400779
22-582B,WIK,F,01,c6,9.893502505,5.430902516,22.26458426,59.4,1.110185087,0.650052696,0.063618802,0.277307243,0.057220017,0.130473213,0.438557583,0.229416301
22-582B,WIK,F,02,c6,8.636872604,7.026612376,26.13994564,56.7,0.153194811,0.650052696,0.063618802,0.277307243,0.057220017,0.130473213,0.438557583,0.229416301
22-582B,WIK,F,03,c6,7.843756924,7.316035142,32.52099567,50.9,-0.419417166,0.650052696,0.063618802,0.277307243,0.057220017,0.130473213,0.438557583,0.229416301
22-582C,WIK,F,01,c5,8.494146804,5.567395368,21.16865947,63.4,0.664900476,0.112443977,0.028233846,0.052408819,0.001403697,NA,NA,0.538723187
22-582C,WIK,F,02,c5,7.531652484,7.095428715,26.39307942,64.2,0.076227731,0.112443977,0.028233846,0.052408819,0.001403697,NA,NA,0.538723187
22-582C,WIK,F,03,c5,7.481831477,6.686497408,23.50928971,64.4,0.2615479,0.112443977,0.028233846,0.052408819,0.001403697,NA,NA,0.538723187
22-582D,WIK,M,01,c6,10.15243423,5.714237676,21.85214438,56.9,0.76533055,0.519583718,0.143443725,0.263600792,0.040335782,0.196435577,0.205338476,0.544170311
22-582D,WIK,M,02,c6,10.09454369,6.374023516,19.07320867,54.9,0.153125398,0.519583718,0.143443725,0.263600792,0.040335782,0.196435577,0.205338476,0.544170311
22-582D,WIK,M,03,c6,9.635471918,5.938773786,19.21620448,57.2,0.828485447,0.519583718,0.143443725,0.263600792,0.040335782,0.196435577,0.205338476,0.544170311
22-583A,WIK,F,01,c5,6.885356197,6.993036907,33.51541171,80.4,0.856176386,0.579970027,0.065958211,0.202237936,0.030498215,0.192850345,0.158144467,0.326141634
22-583A,WIK,F,02,c5,8.47742833,7.45833603,32.30172587,61.5,0.382112576,0.579970027,0.065958211,0.202237936,0.030498215,0.192850345,0.158144467,0.326141634
22-583A,WIK,F,03,c5,7.323325493,7.14223228,29.87881102,66.5,0.316483293,0.579970027,0.065958211,0.202237936,0.030498215,0.192850345,0.158144467,0.326141634
22-583B,WIK,M,01,c6,6.720879813,4.828962159,32.51119159,80.4,0.628849931,0.393251253,0.088907049,0.199322243,0.035369988,0.180680774,0.195759555,0.446046802
22-583B,WIK,M,02,c6,7.617045602,6.696051061,35.28759556,73.9,0.744296082,0.393251253,0.088907049,0.199322243,0.035369988,0.180680774,0.195759555,0.446046802
22-583B,WIK,M,03,c6,7.372877176,6.784547753,31.0028263,67.4,0.375815912,0.393251253,0.088907049,0.199322243,0.035369988,0.180680774,0.195759555,0.446046802
22-584B,WIK,F,01,c6,11.79617623,3.873455601,20.0747278,14.7,-0.510638657,0.512292421,0.110434292,0.19709369,0.012707368,0.14131921,0.089919608,0.560313686
22-584B,WIK,F,02,c6,5.757387932,7.555124874,20.57313035,58.6,-1.186112924,0.512292421,0.110434292,0.19709369,0.012707368,0.14131921,0.089919608,0.560313686
22-584B,WIK,F,03,c6,6.952062043,7.041233536,21.22764001,50.7,-0.87706205,0.512292421,0.110434292,0.19709369,0.012707368,0.14131921,0.089919608,0.560313686
22-585C,WIK,M,01,c5,5.902301791,6.182570601,30.62383571,77,0.000628625,0.262548789,0.079338277,0.108536678,0.009324653,NA,NA,0.730981254
22-585C,WIK,M,02,c5,9.023876123,5.068541228,26.23980519,71.7,1.324635395,0.262548789,0.079338277,0.108536678,0.009324653,NA,NA,0.730981254
22-585C,WIK,M,03,c5,9.060285284,5.293825636,26.10533818,72.6,1.832898199,0.262548789,0.079338277,0.108536678,0.009324653,NA,NA,0.730981254
22-585D,WIK,F,01,c6,9.782846626,5.041127925,18.41717868,53.9,0.745166501,0.540034874,0.110058786,0.25939679,0.009123141,0.184480486,0.049453149,0.424287386
22-585D,WIK,F,02,c6,9.112000105,5.603944426,19.07016965,62,0.736573943,0.540034874,0.110058786,0.25939679,0.009123141,0.184480486,0.049453149,0.424287386
22-585D,WIK,F,03,c6,8.875435307,5.293652834,20.41070796,65.3,1.014275719,0.540034874,0.110058786,0.25939679,0.009123141,0.184480486,0.049453149,0.424287386
22-586C,WIK,F,01,c5,6.871739821,4.673546648,22.41673341,69.7,0.242904932,0.581716209,0.07668481,0.160143507,0.01908575,0.129782299,0.147059731,0.478850572
22-586C,WIK,F,02,c5,9.209385225,5.546702955,21.07975105,63.2,0.863485676,0.581716209,0.07668481,0.160143507,0.01908575,0.129782299,0.147059731,0.478850572
22-586C,WIK,F,03,c5,10.45048576,4.19700646,19.21417013,46.8,0.619471586,0.581716209,0.07668481,0.160143507,0.01908575,0.129782299,0.147059731,0.478850572
22-586D,WIK,M,01,c6,5.639093437,5.9484044,37.01461012,77.8,-0.076147878,0.568671822,0.122925561,0.280061666,0.050747682,0.204640575,0.247984458,0.438923194
22-586D,WIK,M,02,c6,7.555115595,6.7267652,31.68496097,65.8,-0.155456519,0.568671822,0.122925561,0.280061666,0.050747682,0.204640575,0.247984458,0.438923194
22-586D,WIK,M,03,c6,7.461464714,7.053291595,34.74361912,68.4,0.515860586,0.568671822,0.122925561,0.280061666,0.050747682,0.204640575,0.247984458,0.438923194
23-017A,WIK,F,01,c5,11.41773229,3.499602198,11.86899192,15.6,-0.641368976,0.718624562,0.104909612,0.28559908,0.029110673,0.228254383,0.127536096,0.367331758
23-017A,WIK,F,02,c5,10.34099739,5.065491653,12.15432239,52.4,0.740816548,0.718624562,0.104909612,0.28559908,0.029110673,0.228254383,0.127536096,0.367331758
23-017A,WIK,F,03,c5,0.79887228,6.776522526,5.894001678,0.8,-7.131481825,0.718624562,0.104909612,0.28559908,0.029110673,0.228254383,0.127536096,0.367331758
23-017B,WIK,M,01,c6,6.396583276,4.228298848,30.97446427,67.5,-0.384177168,0.525309521,0.116662528,0.172589406,0.040532051,0.156911997,0.25831072,0.675954166
23-017B,WIK,M,02,c6,6.194323279,6.212579822,38.06430966,82.4,0.826654831,0.525309521,0.116662528,0.172589406,0.040532051,0.156911997,0.25831072,0.675954166
23-017B,WIK,M,03,c6,6.995662795,6.46410777,32.30791293,77.5,1.034565084,0.525309521,0.116662528,0.172589406,0.040532051,0.156911997,0.25831072,0.675954166
23-017C,WIK,M,01,c5,8.552503251,4.900079799,27.1906326,62.9,0.373852334,0.694993701,0.165496546,0.332957763,0.032074144,0.245457512,0.130670859,0.497049669
23-017C,WIK,M,02,c5,9.254337163,5.241904771,25.33467442,63.3,0.562268574,0.694993701,0.165496546,0.332957763,0.032074144,0.245457512,0.130670859,0.497049669
23-017C,WIK,M,03,c5,9.695378641,4.793717108,20.27996002,53.3,0.523170171,0.694993701,0.165496546,0.332957763,0.032074144,0.245457512,0.130670859,0.497049669
23-018B,WIK,F,01,c6,6.709332842,4.536447081,27.59024673,58.8,-0.453170323,0.552263175,0.109692565,0.240569103,0.028202363,0.209100709,0.134874545,0.455971127
23-018B,WIK,F,02,c6,9.206995003,6.346649657,25.97741872,63.3,0.868727752,0.552263175,0.109692565,0.240569103,0.028202363,0.209100709,0.134874545,0.455971127
23-018B,WIK,F,03,c6,9.805731906,6.173691629,20.34936608,56.9,0.942349502,0.552263175,0.109692565,0.240569103,0.028202363,0.209100709,0.134874545,0.455971127
23-018C,WIK,F,01,c5,10.04886762,4.354733418,32.65539077,61.1,1.281202412,0.622850135,0.10379432,0.340193018,0.052143062,0.322418407,0.16172483,0.305104204
23-018C,WIK,F,02,c5,8.449305121,6.436760169,30.69852839,69.4,0.877828987,0.622850135,0.10379432,0.340193018,0.052143062,0.322418407,0.16172483,0.305104204
23-018C,WIK,F,03,c5,8.146303355,6.84008934,35.16764497,70.4,0.97596871,0.622850135,0.10379432,0.340193018,0.052143062,0.322418407,0.16172483,0.305104204
23-018D,WIK,M,01,c6,8.810605702,3.959210692,30.01194969,60.4,0.335670955,0.756166166,0.145680038,0.339634265,0.041882545,0.272419211,0.153742994,0.428932098
23-018D,WIK,M,02,c6,7.110506512,7.369819677,33.88478121,68.1,-0.167718831,0.756166166,0.145680038,0.339634265,0.041882545,0.272419211,0.153742994,0.428932098
23-018D,WIK,M,03,c6,5.890877676,7.822629342,35.46399165,59.1,-1.230204932,0.756166166,0.145680038,0.339634265,0.041882545,0.272419211,0.153742994,0.428932098
23-019A,WIK,F,01,c5,9.52585552,3.759316188,34.00729933,43.7,0.043355914,0.713005766,0.098705171,0.325874819,0.043553643,0.332120082,0.13113824,0.302892906
23-019A,WIK,F,02,c5,8.456644809,5.952765549,29.19695802,71.3,1.004212514,0.713005766,0.098705171,0.325874819,0.043553643,0.332120082,0.13113824,0.302892906
23-019A,WIK,F,03,c5,7.87115054,6.452633508,30.17987542,75.5,1.164159435,0.713005766,0.098705171,0.325874819,0.043553643,0.332120082,0.13113824,0.302892906
23-019B,WIK,M,01,c6,6.474656819,5.52220644,52.21295055,78.5,0.38185817,0.705582226,0.193839548,0.282849533,0.038928118,0.204636849,0.190230245,0.685309769
23-019B,WIK,M,02,c6,8.261557421,6.049148444,40.45894988,74.9,1.224311205,0.705582226,0.193839548,0.282849533,0.038928118,0.204636849,0.190230245,0.685309769
23-019B,WIK,M,03,c6,7.214605509,6.612170803,37.88860443,75.6,0.99856219,0.705582226,0.193839548,0.282849533,0.038928118,0.204636849,0.190230245,0.685309769
23-019C,WIK,M,01,c5,4.859276385,6.75924169,33.33004061,70.2,-0.963068543,0.581777561,0.183189142,0.266561072,0.046413309,0.211210965,0.219748577,0.687231412
23-019C,WIK,M,02,c5,5.948216485,7.11308062,39.96851846,69.7,-0.670387474,0.581777561,0.183189142,0.266561072,0.046413309,0.211210965,0.219748577,0.687231412
23-019C,WIK,M,03,c5,5.854488361,7.437310696,33.67145678,63.5,-0.867211166,0.581777561,0.183189142,0.266561072,0.046413309,0.211210965,0.219748577,0.687231412
23-019D,WIK,F,01,c6,9.931272465,5.217236346,20.53921106,59,1.105644163,0.379013321,0.074811659,0.135234441,0.017171455,NA,NA,0.55319975
23-019D,WIK,F,02,c6,8.55307312,6.981226647,30.78144583,63.9,0.575453967,0.379013321,0.074811659,0.135234441,0.017171455,NA,NA,0.55319975
23-019D,WIK,F,03,c6,8.890261308,7.009193298,27.89853879,58.3,0.574950451,0.379013321,0.074811659,0.135234441,0.017171455,NA,NA,0.55319975
23-020A,WIK,M,01,c5,7.838690518,7.114702021,39.90943242,74.6,0.796001942,0.5795934,0.174942782,0.257146569,0.035154423,NA,NA,0.680323221
23-020A,WIK,M,02,c5,7.085772862,7.036750278,38.25780828,73.2,0.361875437,0.5795934,0.174942782,0.257146569,0.035154423,NA,NA,0.680323221
23-020A,WIK,M,03,c5,6.849032622,7.081342475,36.78635377,69.9,0.283114983,0.5795934,0.174942782,0.257146569,0.035154423,NA,NA,0.680323221
23-020B,WIK,F,01,c6,8.650185117,4.831648439,29.31077181,76.2,1.465654296,0.681044367,0.12199756,0.320739089,0.032114495,0.195823053,0.16399752,0.380363866
23-020B,WIK,F,02,c6,9.448320065,6.467674633,28.0327009,61.6,0.881506939,0.681044367,0.12199756,0.320739089,0.032114495,0.195823053,0.16399752,0.380363866
23-020B,WIK,F,03,c6,8.639657909,6.598450602,27.89310241,69.1,1.139148799,0.681044367,0.12199756,0.320739089,0.032114495,0.195823053,0.16399752,0.380363866
23-021A,WIK,F,01,c5,6.797239539,4.719830267,32.72030192,75.1,0.513323998,0.566563469,0.118130979,0.229234533,0.029919663,0.126452787,0.236607383,0.515328024
23-021A,WIK,F,02,c5,8.224248621,6.711843543,25.78906543,67,0.608628655,0.566563469,0.118130979,0.229234533,0.029919663,0.126452787,0.236607383,0.515328024
23-021A,WIK,F,03,c5,6.772486567,6.15541866,17.63116141,61.9,-0.251899707,0.566563469,0.118130979,0.229234533,0.029919663,0.126452787,0.236607383,0.515328024
23-021C,WIK,M,01,c5,6.314605077,6.391940161,34.49118635,76.8,0.190553968,0.61646951,0.175417171,0.288370107,0.063876688,0.242413957,0.263502518,0.608305669
23-021C,WIK,M,02,c5,6.120287903,6.105708266,29.10779082,80.6,0.59179376,0.61646951,0.175417171,0.288370107,0.063876688,0.242413957,0.263502518,0.608305669
23-021C,WIK,M,03,c5,5.631049914,7.759600283,37.19330484,62.4,-1.096115951,0.61646951,0.175417171,0.288370107,0.063876688,0.242413957,0.263502518,0.608305669
23-021D,WIK,F,01,c6,6.665549567,4.942416083,27.64773658,78,0.614515558,0.656202568,0.089144877,0.294110862,0.023611056,0.209038345,0.112950837,0.303099574
23-021D,WIK,F,02,c6,6.01827315,7.055436748,35.25832016,71.9,-0.195057659,0.656202568,0.089144877,0.294110862,0.023611056,0.209038345,0.112950837,0.303099574
23-021D,WIK,F,03,c6,7.761929259,7.119955263,34.46422986,65.4,0.465110796,0.656202568,0.089144877,0.294110862,0.023611056,0.209038345,0.112950837,0.303099574
23-030A,WIK,M,01,c5,7.952925298,5.609699848,27.5363724,78,1.077172849,0.460497324,0.117325864,0.180240971,0.014163651,0.128695792,0.110055277,0.650938926
23-030A,WIK,M,02,c5,9.099670132,6.037227974,29.16962806,70.5,1.240560888,0.460497324,0.117325864,0.180240971,0.014163651,0.128695792,0.110055277,0.650938926
23-030A,WIK,M,03,c5,10.06048056,4.678461868,25.31477668,60.2,1.343232216,0.460497324,0.117325864,0.180240971,0.014163651,0.128695792,0.110055277,0.650938926
23-031A,WIK,F,01,c5,7.366940001,4.23333123,29.55784308,53.3,-0.449197869,0.540326451,0.125587041,0.242352651,0.014044937,0.186763841,0.075201586,0.518199576
23-031A,WIK,F,02,c5,9.635665048,4.625982939,22.08189766,58.7,0.789411891,0.540326451,0.125587041,0.242352651,0.014044937,0.186763841,0.075201586,0.518199576
23-031A,WIK,F,03,c5,8.120723389,5.678247879,26.77314333,65.6,0.656882641,0.540326451,0.125587041,0.242352651,0.014044937,0.186763841,0.075201586,0.518199576
23-031B,WIK,M,01,c6,11.93107934,4.094117027,20.39817898,19,-0.865075662,0.658755659,0.246309993,0.300617426,0.031158123,0.194907825,0.159860811,0.819347023
23-031B,WIK,M,02,c6,9.202173696,6.156761242,23.65391287,51.9,-0.683776086,0.658755659,0.246309993,0.300617426,0.031158123,0.194907825,0.159860811,0.819347023
23-031B,WIK,M,03,c6,8.355926523,7.468648983,32.90389607,56.8,0.033305008,0.658755659,0.246309993,0.300617426,0.031158123,0.194907825,0.159860811,0.819347023
23-031C,WIK,M,01,c5,11.39625605,3.713195842,40.77704368,21.8,-0.943399975,0.623441316,0.122183273,0.277430741,0.034896194,0.365111668,0.09557677,0.440410001
23-031C,WIK,M,02,c5,11.5208241,5.146178895,24.95520561,34.7,-1.17499412,0.623441316,0.122183273,0.277430741,0.034896194,0.365111668,0.09557677,0.440410001
23-031C,WIK,M,03,c5,11.17461153,4.920323481,26.77086422,38.1,0.073360335,0.623441316,0.122183273,0.277430741,0.034896194,0.365111668,0.09557677,0.440410001
23-031D,WIK,F,01,c6,9.215802588,4.39070712,38.35043757,62.3,0.94913212,0.442218799,0.045436478,0.189243178,0.022310713,0.134468793,0.165917404,0.240095725
23-031D,WIK,F,02,c6,11.25599569,3.809935,21.57175608,26.8,-0.447265006,0.442218799,0.045436478,0.189243178,0.022310713,0.134468793,0.165917404,0.240095725
23-031D,WIK,F,03,c6,10.09568179,5.110383934,25.5890227,54.2,0.914703179,0.442218799,0.045436478,0.189243178,0.022310713,0.134468793,0.165917404,0.240095725
23-032A,WIK,M,01,c5,6.722492334,3.852587168,30.62968504,60.8,-0.666746275,0.652144074,0.158647316,0.251681058,0.027157713,0.181850312,0.149341031,0.63035064
23-032A,WIK,M,02,c5,8.663936527,6.329410833,33.79595399,69.5,0.881490328,0.652144074,0.158647316,0.251681058,0.027157713,0.181850312,0.149341031,0.63035064
23-032A,WIK,M,03,c5,9.829580442,3.203172996,25.93072753,26.6,-1.731002625,0.652144074,0.158647316,0.251681058,0.027157713,0.181850312,0.149341031,0.63035064
23-032B,WIK,F,01,c6,7.852337026,6.243332511,27.94736941,74.7,0.997397941,0.516003286,0.090185129,0.229538929,0.013749414,0.288482775,0.047661126,0.39289688
23-032B,WIK,F,02,c6,9.825791993,5.480745963,23.87390976,60.3,0.989232807,0.516003286,0.090185129,0.229538929,0.013749414,0.288482775,0.047661126,0.39289688
23-032B,WIK,F,03,c6,9.319570326,5.837429974,18.45708663,58.9,0.827430328,0.516003286,0.090185129,0.229538929,0.013749414,0.288482775,0.047661126,0.39289688
23-032C,WIK,F,01,c5,9.634977484,5.306751331,32.8498363,68,1.47367088,0.332713759,0.070170545,0.155628197,0.027559641,0.093274721,0.295467418,0.450885806
23-032C,WIK,F,02,c5,8.879470518,7.00517913,26.43092003,56,0.231176583,0.332713759,0.070170545,0.155628197,0.027559641,0.093274721,0.295467418,0.450885806
23-032C,WIK,F,03,c5,8.818557828,7.257865946,25.62168675,55.5,0.36048751,0.332713759,0.070170545,0.155628197,0.027559641,0.093274721,0.295467418,0.450885806
23-032D,WIK,M,01,c6,6.795264695,5.565491119,31.93869988,72.6,0.149590925,0.74575506,0.270671024,0.278295058,0.039088869,0.284944449,0.137180665,0.972604494
23-032D,WIK,M,02,c6,7.549897351,6.061423775,29.3390873,75.8,0.908035065,0.74575506,0.270671024,0.278295058,0.039088869,0.284944449,0.137180665,0.972604494
23-032D,WIK,M,03,c6,7.09909624,5.897048455,31.64133555,77.2,1.069794273,0.74575506,0.270671024,0.278295058,0.039088869,0.284944449,0.137180665,0.972604494
23-033A,WIK,F,01,c5,6.514083591,4.815787346,25.87936636,72.8,0.246907351,0.590257127,0.074602444,0.224249584,0.01809843,0.1121796,0.161334414,0.332675953
23-033A,WIK,F,02,c5,7.041125379,4.78798619,27.34363939,73.5,0.427552461,0.590257127,0.074602444,0.224249584,0.01809843,0.1121796,0.161334414,0.332675953
23-033A,WIK,F,03,c5,9.111775448,4.237909051,29.13257014,50.6,0.194073108,0.590257127,0.074602444,0.224249584,0.01809843,0.1121796,0.161334414,0.332675953
23-033B,WIK,M,01,c6,8.004034492,6.613467949,32.80972379,71.2,0.652587619,0.299405594,0.134245784,0.137571225,0.011117305,0.09174314,0.121178597,0.975827496
23-033B,WIK,M,02,c6,8.730995531,6.284030987,21.83852902,62.6,0.184442396,0.299405594,0.134245784,0.137571225,0.011117305,0.09174314,0.121178597,0.975827496
23-033B,WIK,M,03,c6,8.108259172,6.878673387,22.20645213,57.8,-0.026429239,0.299405594,0.134245784,0.137571225,0.011117305,0.09174314,0.121178597,0.975827496
23-033D,WIK,F,01,c6,8.179688237,5.782186964,30.80583401,75.4,1.194315023,0.812504354,0.098295364,0.285624119,0.048756646,0.251427918,0.193918982,0.34414238
23-033D,WIK,F,02,c6,8.848205647,5.298039421,27.57090647,72.1,1.254659875,0.812504354,0.098295364,0.285624119,0.048756646,0.251427918,0.193918982,0.34414238
23-033D,WIK,F,03,c6,7.337138053,6.379113148,28.939919,76,0.929640461,0.812504354,0.098295364,0.285624119,0.048756646,0.251427918,0.193918982,0.34414238
23-034A,WIK,M,01,c5,5.095363956,5.131219029,31.94395223,82,-0.06626119,0.533095861,0.207655222,0.204853643,0.026920429,0.184858404,0.145627293,1.013676003
23-034A,WIK,M,02,c5,6.062997739,5.151240467,24.98133208,72.8,-0.27327556,0.533095861,0.207655222,0.204853643,0.026920429,0.184858404,0.145627293,1.013676003
23-034A,WIK,M,03,c5,7.116866764,5.980971382,26.9882181,78,1.150282033,0.533095861,0.207655222,0.204853643,0.026920429,0.184858404,0.145627293,1.013676003
23-034B,WIK,F,01,c6,12.03773435,5.713453706,6.693135775,10.2,-0.649787585,0.219638476,0.047679235,0.06752906,6.48801e-05,0.062610231,0.001036254,0.706055067
23-034B,WIK,F,02,c6,8.863093628,5.360166604,19.41530512,61.8,0.5972885,0.219638476,0.047679235,0.06752906,6.48801e-05,0.062610231,0.001036254,0.706055067
23-034B,WIK,F,03,c6,6.584765855,4.337587388,21.39576029,59,-0.530627318,0.219638476,0.047679235,0.06752906,6.48801e-05,0.062610231,0.001036254,0.706055067
23-034C,WIK,F,01,c5,7.937618854,4.713457405,23.43367037,75.3,1.072380504,0.321297738,0.077697513,0.15158641,0.015962587,0.110463805,0.144505135,0.512562525
23-034C,WIK,F,02,c5,9.078918884,6.755100428,25.67543893,61.2,0.668132959,0.321297738,0.077697513,0.15158641,0.015962587,0.110463805,0.144505135,0.512562525
23-034C,WIK,F,03,c5,8.341466447,6.51460231,27.1928082,64.8,0.715961053,0.321297738,0.077697513,0.15158641,0.015962587,0.110463805,0.144505135,0.512562525
23-034D,WIK,M,01,c6,8.774008791,7.008254061,36.06356699,58.7,0.205196539,0.987773244,0.25136154,0.372295038,0.038923404,0.310928624,0.12518437,0.67516758
23-034D,WIK,M,02,c6,9.864022192,5.096577535,27.85116982,65.1,1.107429807,0.987773244,0.25136154,0.372295038,0.038923404,0.310928624,0.12518437,0.67516758
23-034D,WIK,M,03,c6,9.055999396,4.888432366,26.62776308,66.2,1.270913677,0.987773244,0.25136154,0.372295038,0.038923404,0.310928624,0.12518437,0.67516758
